"verification_order","provisional_rank","lemma","cefr_hypothesis","aspect","aspect_partner","phase2_representation_fit","phase2_risk","phase2_verification_question","phase3_disposition","phase3_representation_fit","independent_slot_signal","verified_meaning_summary","supported_construction_summary","supported_constructions_structured","rejected_or_unverified_hypotheses","adjunct_boundary_summary","phase2_question_answer","primary_source_key","primary_source","primary_source_url","primary_source_locator","primary_source_accessed","primary_source_evidence_summary","secondary_source_key","secondary_source","secondary_source_url","secondary_source_locator","secondary_source_accessed","secondary_source_evidence_summary","evidence_strength","remaining_uncertainty","replacement_trigger","replacement_profile","research_notes"
"61","2","móc","A1","imperfective","","compatible","low","Does contemporary evidence support + infinitive; permission question as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","ability/objective-possibility sense 1 and no-prohibition/permission sense 2, with question-use sense 4 kept as pragmatic packaging rather than a new complement","ability and permission senses each directly select an infinitive; request/help question use also selects an infinitive but adds no question construction","infinitive:possible/able action(sense1);infinitive:permitted action(sense2);infinitive:requested/offered action(question use,sense4)","No special czy/question complement is created; interrogative form is grammatical and pragmatic packaging. Probability sense 3, idioms, and unrelated uses are not imported into the scoped learner record.","Time, reason, means, circumstances, and conditions on ability or permission remain contextual. Interrogative syntax, person choice, and politeness are grammar/pragmatics, not extra lexical slots.","Yes. Exact WSJP ability and permission senses both list BEZOKOLICZNIK. The permission question Czy mogę...? uses that same selected infinitive; it does not establish a separate question-type complement.","WSJP-MOC-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, móc sense 1 'obiektywna możliwość'","https://wsjp.pl/haslo/podglad/35513/moc/3884666/obiektywna-mozliwosc","sense 1; Definicja, Połączenia, Składnia","2026-08-21","Ability/objective-possibility Składnia directly gives móc + BEZOKOLICZNIK.","WSJP-MOC-02","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, móc sense 2 'brak zakazu'","https://wsjp.pl/haslo/podglad/35513/moc/3884667/brak-zakazu","sense 2; Definicja, Cytaty, Składnia","2026-08-21","Permission/no-prohibition Składnia directly gives móc + BEZOKOLICZNIK, including a Czy mogę...? citation without adding a distinct complement.","A","Later authoring must label modal meaning where useful and keep the permission question as sentence-level packaging over the infinitive frame.","none","","Completeness also inspected WSJP-MOC-04, question-use sense 4, which again lists an infinitive and establishes no new locked-model construction."
"62","3","musieć","A1","imperfective","","compatible","low","Does contemporary evidence support + infinitive as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","core obligation or necessity sense 1, covering personal and zero-subject schemas without inventing a separate impersonal complement type","exact infinitive under both unrestricted-subject and zero-subject necessity schemas","infinitive:required/necessary action(personal or unrestricted-subject schema);infinitive:required/necessary action(zero-subject schema)","Discourse uses for advice, expectation, criticism, and ellipsis are not merged with core necessity. Zero-subject realization does not create a new complement or lexical pattern.","The source of an obligation, deadline, reason, circumstance, time, place, and manner remain contextual unless another exact sense selects them. Subject realization is not a complement slot.","Yes. Core necessity sense 1 directly lists BEZOKOLICZNIK in both unrestricted-subject and zero-subject schemas. Obligation nuances do not alter the selected infinitive construction.","WSJP-MUSIEC-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, musieć sense 1 'coś zrobić'","https://wsjp.pl/haslo/podglad/35057/musiec/3890342/cos-zrobic","sense 1; Definicja, Połączenia, Składnia","2026-08-21","Core necessity Składnia gives an unrestricted-subject schema plus BEZOKOLICZNIK and a zero-subject schema plus BEZOKOLICZNIK.","WSJP-METHOD-2026","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, zasady opracowania, version 2026","https://pliki.wsjp.pl/zasady_opracowania_wsjp.pdf","sections 2.12.1–2.12.2; interpretation of sense-specific Składnia","2026-08-20","Methodology explains that listed obligatory/facultative dependents are sense-specific; it does not add lemma evidence beyond the exact musieć entry.","A","Later authoring should distinguish personal and impersonal sentence realization only when pedagogically useful, without multiplying verb patterns.","none","","No Walenty frame or absence claim was used; unrelated modal-discourse senses were excluded from this core learner record."
"63","12","wiedzieć","A1","imperfective","","compatible","low","Does contemporary evidence support że/czy/interrogative clause as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","knowledge-content sense 1, with nominal content/topic and propositional or interrogative-dependent content kept as alternatives","Accusative known content; o + Locative known topic; że-clause; interrogative-dependent clause, including czy as a realization; optional generalized source role","case:Accusative(known content);preposition-case:o+Locative(known topic);clause:że(known proposition);clause:interrogative-dependent(queried/unknown content,including czy realization)","Czy is not a distinct product construction apart from the established interrogative-dependent clause type. Optional generalized SKĄD is not converted into an exclusive od/z source preposition or a new adverbial type.","Ordinary time, place, degree, manner, and contextual circumstances remain adjuncts. The source of knowledge is a selected generalized SKĄD position in this sense, but no arbitrary concrete preposition is inferred from it.","Yes. Sense 1 directly lists że ZDANIE and ZDANIE PYTAJNOZALEŻNE; a czy-clause is a specific interrogative-dependent realization, not a separate clause type. The same sense also directly lists CO and o CZYM.","WSJP-WIEDZ-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, wiedzieć sense 1 'wszystko'","https://wsjp.pl/haslo/podglad/34745/wiedziec/4598996/wszystko","sense 1; Definicja, Połączenia, Cytaty, Składnia","2026-08-21","Składnia gives CO + optional SKĄD; o CZYM + optional SKĄD; and optional SKĄD with że ZDANIE or ZDANIE PYTAJNOZALEŻNE.","WSJP-METHOD-2026","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, zasady opracowania, version 2026","https://pliki.wsjp.pl/zasady_opracowania_wsjp.pdf","sections 2.12.1–2.12.2; interpretation of Składnia and generalized positions","2026-08-20","Methodology supports treating generalized SKĄD as a connoted semantic position without selecting one concrete preposition; it supplies no additional wiedzieć frame.","A","Later authoring must preserve nominal/topic versus propositional/interrogative content and explain czy only as one interrogative-dependent clause realization.","none","","Completeness adds direct Accusative and o + Locative alternatives beyond the Phase 2 clause shorthand. No concrete source frame is created from SKĄD."
"64","13","jeść","A1","imperfective","","compatible","low","Does contemporary evidence support Accusative object; Genitive under negation is grammar-owned as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","ordinary food-consumption sense 1, with an optional food object and optional eating implement/means","optional Accusative food object and optional Instrumental eating implement/means; negation-driven Genitive remains grammar-owned","case:Accusative(food object,optional);case:Instrumental(eating implement/means,optional)","No lemma-specific jeść + Genitive pattern is created for ordinary negation. Partitive Genitive is not established by this exact schema and is not conflated with negation. Meal, diet, figurative, and unrelated senses are excluded.","Place, time, meal occasion, frequency, quantity, manner, companions, and food source remain adjuncts unless an exact schema selects them. Instrumental receives credit only because CZYM is explicit in Składnia.","Yes. The exact consumption sense directly lists optional CO, verifying the Accusative lexical object; it also lists optional CZYM. Surface Genitive under negation is a general Polish grammar transformation and must not become a separate lexical pattern.","WSJP-JESC-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, jeść I sense 1 'chleb'","https://wsjp.pl/haslo/podglad/27652/jesc/3062286/chleb","sense 1; Definicja, Połączenia, Składnia","2026-08-21","Consumption-sense Składnia gives optional CO and optional CZYM; it lists no lexical Genitive alternative.","WSJP-METHOD-2026","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, zasady opracowania, version 2026","https://pliki.wsjp.pl/zasady_opracowania_wsjp.pdf","sections 2.12.1–2.12.2; interpretation of exact case labels","2026-08-20","Methodology establishes that CO and CZYM are sense-specific case positions. The established project grammar-owned-negation policy, not this methodology item, governs the negative case transformation.","A","Phase 4 authoring must teach positive Accusative as the lexical frame and handle negation separately; examples should not make negation obscure the selected object case.","none","","Grammar-owned distinction preserved: positive lexical object = Accusative; ordinary Genitive of negation = sentence-grammar effect. Completeness adds exact optional Instrumental means."
"65","14","pić","A1","imperfective","","compatible","low","Does contemporary evidence support Accusative object as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","ordinary animate-subject liquid-consumption sense 1 'kawę'","required Accusative drink/liquid object","case:Accusative(drink/liquid object,required)","No generic Genitive or partitive pattern is inferred. Alcohol-use, plant-absorption, footwear, and figurative senses are excluded from this record.","Container, source, quantity, temperature, place, time, frequency, manner, company, and occasion remain adjuncts unless an exact sense selects them; none is added here.","Yes. Exact drinking sense 1 directly lists CO, verifying the Accusative liquid object. No other case or prepositional complement is present in that schema.","WSJP-PIC-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, pić sense 1 'kawę'","https://wsjp.pl/haslo/podglad/2324/pic/4698432/kawe","sense 1; Definicja, Połączenia, Składnia","2026-08-21","Ordinary drinking-sense Składnia gives an animate subject plus pić + CO.","WSJP-METHOD-2026","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, zasady opracowania, version 2026","https://pliki.wsjp.pl/zasady_opracowania_wsjp.pdf","sections 2.12.1–2.12.2; interpretation of exact case labels","2026-08-20","Methodology supports reading CO as the exact sense-specific Accusative position and adds no separate pić construction.","A","Later authoring should keep ordinary liquid consumption distinct from alcohol-use and partitive/quantity interpretations.","none","","No partitive Genitive was promoted; direct object evidence is exact rather than collocational."
"66","19","kochać","A1","imperfective","","compatible","low","Does contemporary evidence support Accusative person/thing as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","person-love sense 1, emotional attachment to ideas/places sense 2, and distinct strong-liking-of-thing/activity sense 3","Accusative person in sense 1; Accusative idea/place in sense 2; Accusative strongly liked thing and infinitive liked activity in sense 3","case:Accusative(loved person,sense1);case:Accusative(loved idea/place,sense2);case:Accusative(strongly liked thing,sense3);infinitive:strongly liked activity(sense3)","Person-love, emotional attachment to an idea/place, and strong liking of a thing/activity are not collapsed into one meaning. Za, z, do, and other ordinary collocations do not become complement frames.","Reason, duration, degree, reciprocity, manner, time, place, and ordinary comparison phrases remain adjuncts. Each Accusative or infinitive is retained only in its exact sense.","Yes. Exact person-love and thing/idea senses directly list KOGO or CO. WSJP separately treats strong liking of an activity and directly lists BEZOKOLICZNIK, which is a completeness addition rather than evidence for the emotional-person sense.","WSJP-KOCH-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, kochać sense 1 'matkę'","https://wsjp.pl/haslo/podglad/37947/kochac/4060071/matke","sense 1; Definicja, Połączenia, Składnia","2026-08-21","Person-love Składnia directly gives kochać + KOGO.","WSJP-KOCH-03","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, kochać sense 3 'czytać'","https://wsjp.pl/haslo/podglad/37947/kochac/4060073/czytac","sense 3; Definicja, Połączenia, Składnia","2026-08-21","Strong-liking sense separately gives CO and BEZOKOLICZNIK for liked things and activities.","A","Later authoring must label person-love, attachment to ideas/places, and strong liking separately; the surface Accusative does not erase the meaning split.","none","","Additional exact source WSJP-KOCH-02 establishes CO for emotional attachment to an idea or place. Completeness adds sense-3 infinitive without importing it into person-love."
"67","57","przepraszać","A2","imperfective","","compatible","low","Does contemporary evidence support Accusative person; za + Accusative reason as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","ordinary apology sense, with a person-plus-offence schema and an alternative explanation-clause schema","required Accusative person plus required za + Accusative offence/reason; alternative że-clause with optional Accusative person","case:Accusative(apologized-to person,required,za schema);preposition-case:za+Accusative(offence/reason,required);case:Accusative(apologized-to person,optional,że schema);clause:że(apology reason/explanation)","Person and za-reason coexist in the exact nominal schema and are not treated as independent free options. The że-clause is an alternative schema; common formulas, purpose phrases, and discourse-marker przepraszam uses are not imported.","Manner, intensity, time, place, channel, subsequent repair, and contextual circumstances remain adjuncts. Reason receives frame credit only as exact za + Accusative or exact że-clause content.","Yes. Exact Składnia gives KOGO + za CO in one schema, so person and offence/reason coexist there. A separate schema gives optional KOGO plus że ZDANIE.","WSJP-PRZEPRASZ-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, przepraszać, apology entry","https://wsjp.pl/haslo/podglad/22535/przepraszac","Definicja, Połączenia, Cytaty, Składnia","2026-08-21","Składnia directly gives KOGO + za CO and separately optional KOGO + że ZDANIE.","WSJP-METHOD-2026","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, zasady opracowania, version 2026","https://pliki.wsjp.pl/zasady_opracowania_wsjp.pdf","sections 2.12.1–2.12.2; parentheses and exact schema interpretation","2026-08-20","Methodology supports the required-versus-optional reading and the separation of the two listed schemas; it supplies no additional apology frame.","A","Later authoring must preserve required coexistence in KOGO + za CO and not attach the optionality from the clause schema to the nominal one.","none","","Completeness adds the exact że-clause alternative. The separate frozen form przepraszam and unrelated polite discourse uses are not used to expand this lemma record."
"68","62","życzyć","A2","imperfective","","probably compatible - verify","low","Does contemporary evidence support Dative recipient + Genitive wished thing as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","good-wish sense 1 'pomyślności', with required recipient plus nominal or clausal wished content","required Dative recipient plus required Genitive wished thing/content; alternative required Dative recipient plus żeby-clause wished event","case:Dative(wish recipient,required);case:Genitive(wished thing/content,required,nominal schema);clause:żeby(wished event,alternative content schema)","No infinitive is listed in the exact wish sense. Nominal Genitive and żeby-clause are alternative content shapes, not cumulative. Reflexive życzyć sobie, request/formal uses, and unrelated lexical identities are excluded.","Occasion, time, manner, intensity, medium, ceremony, and contextual reasons remain adjuncts. Dative and content positions receive credit only from the exact good-wish schemas.","Yes. Exact good-wish sense 1 directly lists KOMU + CZEGO and separately KOMU + żeby ZDANIE. Dative recipient is required in both; Genitive and clause are alternative content realizations.","WSJP-ZYCZ-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, życzyć sense 1 'pomyślności'","https://wsjp.pl/haslo/podglad/23839/zyczyc/4617261/pomyslnosci","sense 1; Definicja, Połączenia, Cytaty, Składnia","2026-08-21","Good-wish Składnia directly gives KOMU + CZEGO and KOMU + żeby ZDANIE.","WSJP-METHOD-2026","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, zasady opracowania, version 2026","https://pliki.wsjp.pl/zasady_opracowania_wsjp.pdf","sections 2.12.1–2.12.2; exact case and clause schema interpretation","2026-08-20","Methodology supports reading unparenthesized KOMU/CZEGO and the clause position as required within separate sense-specific schemas.","A","Later authoring must distinguish nominal wished content from a wished event and keep życzyć separate from życzyć sobie.","none","","Completeness adds the exact żeby-clause alternative. No textbook-only Genitive claim is used; the case pair is direct in Składnia."
"69","66","korzystać","A2","imperfective","","compatible","low","Does contemporary evidence support z + Genitive resource as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","sense 2 using a resource/tool/service and separate sense 1 benefiting from an advantage or circumstance","exact z + Genitive resource/tool/service in use sense 2 and exact z + Genitive source of benefit in sense 1","preposition-case:z+Genitive(resource/tool/service,sense2);preposition-case:z+Genitive(source of benefit/advantage,sense1)","Using a resource and benefiting from an advantage remain separate meanings despite identical surface government. No place, purpose, availability, or provider phrase is promoted from collocations.","Place, frequency, duration, purpose, manner, availability context, provider, and result remain adjuncts. Only exact z + Genitive positions in the two senses receive frame credit.","Yes. Both the resource-use sense and the benefit-from sense directly list z CZEGO. Their semantic roles differ, but each is an exact preposition-case construction.","WSJP-KORZ-02","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, korzystać sense 2 'z kuchni'","https://wsjp.pl/haslo/podglad/28529/korzystac/4324495/z-kuchni","sense 2; Definicja, Połączenia, Cytaty, Składnia","2026-08-21","Resource/tool/service-use Składnia directly gives korzystać + z CZEGO.","WSJP-KORZ-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, korzystać sense 1 'z ulg'","https://wsjp.pl/haslo/podglad/28529/korzystac/4324494/z-ulg","sense 1; Definicja, Połączenia, Cytaty, Składnia","2026-08-21","Benefit-from Składnia independently gives korzystać + z CZEGO.","A","Later authoring should label resource use versus benefit while preserving the same exact z + Genitive form.","none","","No other learner-relevant locked-model construction is listed in either inspected sense."
"70","67","uczyć","A2","imperfective","","probably compatible - verify","low","Does contemporary evidence support Accusative person + Genitive subject; + infinitive as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?","KEEP VERIFIED","compatible","strong","non-reflexive teaching/instructing sense 1 and school-subject sense 2, independently verified without any transfer from uczyć się","Accusative learner/entity plus Genitive subject/content; alternative Accusative learner/entity plus infinitive; alternative Accusative learner/entity plus że/interrogative clause; Accusative person plus o + Locative topic; school sense optional Accusative learner plus Genitive subject and generalized place","case:Accusative(learner/person or taught entity,sense1);case:Genitive(subject/content,nominal schema);infinitive:taught skill/action(alternative schema);clause:że(taught proposition,alternative schema);clause:interrogative-dependent(taught procedural/information content,alternative schema);preposition-case:o+Locative(taught topic,alternative schema);case:Accusative(learner,optional,school sense2);case:Genitive(school subject,sense2)","Accusative + Genitive and Accusative + infinitive are separate exact schemas, not one Accusative + Genitive + infinitive frame. Generalized GDZIE adds no concrete place preposition or new type. No evidence is imported from lexical uczyć się.","Time, duration, manner, institution, frequency, teaching method, purpose, and ordinary location remain adjuncts. Sense 2 GDZIE is a selected generalized place position but is not concretized. Only exact content positions are retained.","Yes, with alternatives. Sense 1 directly gives KOGO/CO + CZEGO and separately KOGO/CO + BEZOKOLICZNIK; it also gives clause and o + Locative alternatives. Sense 2 independently gives optional KOGO + CZEGO + GDZIE. No maximal object-plus-subject-plus-infinitive frame is licensed, and uczyć się supplies no evidence.","WSJP-UCZ-01","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, uczyć sense 1 'mówić'","https://wsjp.pl/haslo/podglad/32307/uczyc/3864799/mowic","sense 1; Definicja, Połączenia, Cytaty, Składnia","2026-08-21","Teaching/instruction Składnia gives KOGO/CO with CZEGO, infinitive, że/interrogative-dependent clause, or exact KOGO + o CZYM as alternative schemas.","WSJP-UCZ-02","Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, uczyć sense 2 'w szkole'","https://wsjp.pl/haslo/podglad/32307/uczyc/3864800/w-szkole","sense 2; Definicja, Połączenia, Cytaty, Składnia","2026-08-21","School-subject Składnia gives optional KOGO + CZEGO + GDZIE; GDZIE is not converted into a concrete location frame.","A","Later authoring must choose a single exact sense/schema per pattern, preserve content alternatives, and keep non-reflexive uczyć completely separate from uczyć się.","none","","Completeness adds exact że/interrogative-dependent and o + Locative alternatives. Lexical identity audit confirms the queue lemma is non-reflexive uczyć."
