verification_order,provisional_rank,lemma,cefr_hypothesis,aspect,aspect_partner,phase2_representation_fit,phase2_risk,phase2_verification_question,phase3_disposition,phase3_representation_fit,independent_slot_signal,verified_meaning_summary,supported_construction_summary,supported_constructions_structured,rejected_or_unverified_hypotheses,adjunct_boundary_summary,phase2_question_answer,primary_source_key,primary_source,primary_source_url,primary_source_locator,primary_source_accessed,primary_source_evidence_summary,secondary_source_key,secondary_source,secondary_source_url,secondary_source_locator,secondary_source_accessed,secondary_source_evidence_summary,evidence_strength,remaining_uncertainty,replacement_trigger,replacement_profile,research_notes
41,31,spotkać się,A2,perfective,spotykać się,compatible,medium,"Does contemporary evidence support z + Instrumental person for spotkać się, and does spotkać się independently justify a slot apart from spotykać się without pattern inheritance?",KEEP VERIFIED,compatible,strong,"sense 1 completed social meeting or contact, with lexical się preserved",z + Instrumental meeting partner for a singular personal subject; reciprocal plural personal subjects may occur without a separate z-participant,"preposition-case:z+Instrumental(meeting partner,singular personal subject)","Time, place, manner, purpose, and accompanying activities do not establish complements; lexical się is not stripped; no syntax or value conclusion is inherited from spotykać się","Time, place, manner, purpose, and accompanying activities shown in connections remain adjuncts. The exact schema alone supplies z + Instrumental, with a separate plural reciprocal no-complement variant.",Yes. Exact perfective spotkać się independently supports z + Instrumental for a singular personal subject and a plural reciprocal variant without a separate partner phrase. Its bounded high-frequency social-contact meaning gives a strong independent-slot signal.,WSJP-SPOTK-SIE-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, spotkać się sense 1 'z przyjaciółmi'",https://wsjp.pl/haslo/podglad/32854/spotkac-sie/4895529/z-przyjaciolmi,"sense 1; Definicja, Połączenia, Składnia",2026-08-21,Składnia independently gives z KIM for a singular personal subject and a separate no-complement variant for a plural personal reciprocal subject.,,,,,,,A,The lemma result is exact; final two-slot allocation remains subject to the common Phase 3 synthesis rubric.,none,,"Exact perfective lemma inspected independently. Completed spotykać się/spotkać się assessment: RETAIN-BOTH SIGNAL MODERATE; both forms are practical, but construction overlap and regular aspect morphology create material opportunity cost."
42,36,oglądać,A1,imperfective,obejrzeć,compatible,medium,"Does contemporary evidence support Accusative content for oglądać, and does oglądać independently justify a slot apart from obejrzeć without pattern inheritance?",KEEP VERIFIED,compatible,strong,"sense 2 processual or habitual viewing of a film, programme, performance, or other visual content",Accusative viewed person/content plus an optional exact w + Locative presentation context in which the viewed person/content appears,"case:Accusative(viewed person/content);preposition-case:w+Locative(presentation context,optional)",The optional w + Locative is not generalized to every viewing location or medium; no construction or slot-value conclusion is inherited from obejrzeć,"Viewing place, time, frequency, manner, device, and medium remain adjuncts unless they instantiate the exact optional w-position in its authorized presentation-context reading. Ordinary co-occurrences do not add frames.",Yes. Exact imperfective oglądać independently supports Accusative viewed content and also lists optional w + Locative in the same sense. Its process/habitual value and this additional exact position give a strong independent-slot signal.,WSJP-OGLAD-02,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, oglądać sense 2 'film'",https://wsjp.pl/haslo/podglad/20347/ogladac/4739984/film,"sense 2; Definicja, Połączenia, Składnia",2026-08-21,"Składnia gives KOGO/CO + (w CZYM), directly supporting Accusative viewed content/person and an optional w + Locative position.",,,,,,,A,Later authoring must gloss the optional w-position narrowly and keep it distinct from free viewing-location and medium adjuncts.,none,,"Exact imperfective lemma inspected independently. Completed oglądać/obejrzeć assessment: RETAIN-BOTH SIGNAL MODERATE; process/completion value and the oglądać-only optional w-position support both, but overlap remains substantial."
43,37,obejrzeć,A2,perfective,oglądać,compatible,medium,"Does contemporary evidence support Accusative content for obejrzeć, and does obejrzeć independently justify a slot apart from oglądać without pattern inheritance?",KEEP VERIFIED,compatible,moderate,"sense 2 completed viewing that results in becoming acquainted with a film, programme, performance, or other visual content",Accusative viewed content,case:Accusative(viewed content),"No optional w + Locative frame is imported from oglądać; viewing place, medium, device, and manner do not become complements","Cinema, television, screen, time, manner, purpose, and recommendation expressions shown outside Składnia remain context or adjuncts. Only exact Accusative receives complement credit.","Yes. Exact perfective obejrzeć independently supports Accusative viewed content. Its completed-whole-content result is useful, but the verified construction inventory adds no frame beyond the core object and therefore gives a moderate independent-slot signal.",WSJP-OBEJRZ-02,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, obejrzeć sense 2 'film'",https://wsjp.pl/haslo/podglad/20353/obejrzec/2446834/film,"sense 2; Definicja, Połączenia, Składnia",2026-08-21,Składnia independently gives exact CO for the completed viewing sense.,,,,,,,A,"The result meaning is pedagogically real, but marginal value over explicit aspect-partner metadata remains a Phase 3B decision.",none,,Exact perfective lemma inspected independently. Completed oglądać/obejrzeć assessment: RETAIN-BOTH SIGNAL MODERATE; no syntax was inherited from oglądać.
44,44,skończyć,A2,perfective,kończyć,probably compatible - verify,medium,"Does contemporary evidence support Accusative task; z + Instrumental only in supported sense for skończyć, and does skończyć independently justify a slot apart from kończyć without pattern inheritance?",KEEP VERIFIED,compatible,strong,"sense 1 bringing a noun- or infinitive-denoted activity to completion; separately, colloquial sense 4 definitively ceasing an activity or habit",completion-sense Accusative task/activity and infinitive; separate cessation-sense z + Instrumental activity/habit,"case:Accusative(task/activity,completion sense);infinitive:completed activity;preposition-case:z+Instrumental(activity/habit,cessation sense)",z + Instrumental is not a variant of the ordinary completion-object schema and is restricted to separate colloquial cessation sense 4; nothing is inherited from kończyć,"Completion time, deadline, place, manner, and result circumstances remain adjuncts. The exact z-frame belongs only to the distinct cessation meaning and must not be added to every skończyć pattern.","Yes. Exact skończyć sense 1 independently supports Accusative and infinitive, while separate colloquial sense 4 directly supports z + Instrumental. The two sense inventories must remain separate; together they give a strong independent-slot signal.",WSJP-SKONCZ-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, skończyć sense 1 'czynność'",https://wsjp.pl/haslo/podglad/25966/skonczyc/3138965/czynnosc,"sense 1; Definicja, Połączenia, Składnia",2026-08-21,Completion-sense Składnia independently gives CO and BEZOKOLICZNIK.,WSJP-SKONCZ-04,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, skończyć sense 4 'z nałogiem'",https://wsjp.pl/haslo/podglad/25966/skonczyc/3138968/z-nalogiem,"sense 4; Definicja, Połączenia, Składnia",2026-08-21,Distinct colloquial cessation-sense Składnia directly gives z CZYM.,A,Later authoring must keep completion and cessation meanings separate; final family allocation remains subject to synthesis.,none,,"Exact perfective senses inspected independently. Completed kończyć/skończyć assessment: RETAIN-BOTH SIGNAL MODERATE; shared completion syntax creates overlap, while the independently verified z-cessation sense adds value."
45,1,chcieć,A1,imperfective,,compatible,medium,"Does contemporary evidence support + infinitive; żeby-clause as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?",KEEP VERIFIED,compatible,strong,"sense 1 desire for an object, one's own action, or an event/state; separately, sense 3 first-person polite request or stated intention","desire-sense Genitive object with optional od + Genitive source and dla + Genitive beneficiary, infinitive, and żeby-clause; polite/request-sense Accusative object, infinitive, and żeby-clause","case:Genitive(desired object,desire sense);preposition-case:od+Genitive(source,optional,desire sense);preposition-case:dla+Genitive(beneficiary,optional,desire sense);infinitive:desired own action;clause:żeby(desired event/state);case:Accusative(requested object,polite sense);infinitive:polite intended action;clause:żeby(polite requested event)","Object wanting, wanting to act, wanting an event, and polite/request use are not flattened into one maximal schema; directly listed adverbial JAK is outside the locked four construction types and creates no new type","Purpose, reason, degree, and contextual beneficiary phrases outside the exact schemas remain adjuncts. Sense 1 optional od/dla positions stay tied to its object schema, and sense 3 retains its first-person past/conditional usage restriction.","Yes. In desire sense 1, infinitive and żeby-clause are separate governed alternatives for one's own action and a desired event/state; the same sense also has an object schema. Polite/request sense 3 separately lists Accusative, infinitive, and żeby-clause and must not be conflated with ordinary desire.",WSJP-CHCIEC-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, chcieć sense 1 'coś robić'",https://wsjp.pl/haslo/podglad/35412/chciec/4904577/cos-robic,"sense 1; Definicja, Połączenia, Składnia",2026-08-21,"Desire-sense Składnia gives CZEGO + optional od KOGO and dla KOGO, BEZOKOLICZNIK, żeby ZDANIE, and JAK; only locked-model-compatible positions are retained.",WSJP-CHCIEC-03,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, chcieć sense 3 'komunikując prośbę lub zamiar'",https://wsjp.pl/haslo/podglad/35412/chciec/4904579/komunikujac-prosbe-lub-zamiar,"sense 3; Definicja, Cytaty, Składnia, usage note",2026-08-21,"Polite/request-sense Składnia separately gives CO, BEZOKOLICZNIK, and żeby ZDANIE, with a first-person past/conditional restriction.",A,Later authoring must encode the sense and participant-control differences rather than offer one unrestricted chcieć template.,none,,Completeness adds the sense-1 object/source/beneficiary schema and the sense-3 Accusative alternative. No adverbial complement type is added for JAK.
46,4,robić,A1,imperfective,,compatible,medium,"Does contemporary evidence support Accusative object; robić + activity as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?",KEEP VERIFIED,compatible,strong,"sense 1 making or creating an entity; separately, sense 2 performing the activity named by an adjacent noun",making-sense Accusative created object; activity-sense Accusative activity noun,"case:Accusative(created object,making sense);case:Accusative(activity noun,performance sense)","The two practical meanings are not collapsed merely because both use Accusative, and individual robić + noun collocations are not promoted to separate governed frames","Materials, tools, place, purpose, beneficiary, time, and manner remain adjuncts unless independently listed in a scoped schema. The activity noun is the exact Accusative complement, not evidence for one frame per lexical collocation.","Yes. Exact robić sense 1 directly supports an Accusative created object, while separate sense 2 directly supports an Accusative noun naming the performed activity. Both are governed case positions, but they require separate meanings rather than one generic object analysis.",WSJP-ROBIC-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, robić sense 1 'kotlety'",https://wsjp.pl/haslo/podglad/2963/robic/4920705/kotlety,"sense 1; Definicja, Połączenia, Składnia",2026-08-21,Making-sense Składnia directly gives CO for the created entity.,WSJP-ROBIC-02,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, robić sense 2 'pranie'",https://wsjp.pl/haslo/podglad/2963/robic/4920706/pranie,"sense 2; Definicja, Połączenia, Składnia",2026-08-21,Activity-performance Składnia separately gives CO for the noun naming the performed activity.,A,Later authoring must separate making from activity performance and avoid treating the broad lemma as a license for arbitrary noun frames.,none,,No collocation-only construction was promoted. The shared Accusative surface form does not erase the two practical meaning records.
47,11,rozumieć,A1,imperfective,,compatible,medium,"Does contemporary evidence support Accusative content/person; clause as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?",KEEP VERIFIED,compatible,strong,"sense 1 comprehending communicated or represented content; separately, sense 4 empathically understanding a person","content-sense Accusative object, że-clause, and interrogative-dependent clause; person-sense Accusative person","case:Accusative(content,content-comprehension sense);clause:że(content);clause:interrogative-dependent(content/how/why/etc.);case:Accusative(person,empathic sense)",Person and content objects are not merged semantically merely because both are Accusative; how/why/etc. remain one interrogative-dependent clause type rather than separate lexical frames,"Degree, manner, language of presentation, source of information, and circumstances remain adjuncts. Clause alternatives are content complements in sense 1; empathy toward a person belongs to separate sense 4.","Yes. Exact content-comprehension sense 1 supports Accusative content plus że and interrogative-dependent clauses, while exact person-understanding sense 4 separately supports Accusative person. The surface case overlap does not license semantic conflation.",WSJP-ROZUM-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, rozumieć sense 1 'dowcip'",https://wsjp.pl/haslo/podglad/32597/rozumiec/3198238/dowcip,"sense 1; Definicja, Połączenia, Składnia",2026-08-21,Content-comprehension Składnia gives CO and an alternative że ZDANIE or ZDANIE PYTAJNOZALEŻNE.,WSJP-ROZUM-04,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, rozumieć sense 4 'kogoś'",https://wsjp.pl/haslo/podglad/32597/rozumiec/3198241/kogos,"sense 4; Definicja, Połączenia, Składnia",2026-08-21,Separate empathic person-understanding Składnia gives exact KOGO.,A,Later authoring should label content comprehension and empathic person understanding separately despite identical Accusative morphology.,none,,Completeness preserves both listed content-clause alternatives. No clause or person construction is inferred from another sense.
48,17,mieszkać,A1,imperfective,,probably compatible - verify,medium,"Does contemporary evidence support w + Locative; z + Instrumental co-resident as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?",KEEP WITH NARROWING,compatible with narrowing,strong,"sense 1 residing somewhere permanently or for a long period, optionally with a co-resident",selected generalized GDZIE residence-place role with documented w + Locative as a narrowed realization; optional exact z + Instrumental co-resident,"preposition-case:w+Locative(residence place,narrowed realization of GDZIE);preposition-case:z+Instrumental(co-resident,optional)","w + Locative is not exclusive lexical government because Składnia gives generalized GDZIE and same-sense connections document multiple place realizations; z + Instrumental is selected, not ordinary accompaniment, in the exact schema","Residence duration, manner, reasons, and incidental companions remain adjuncts. Only the schema-level optional z-participant receives co-resident credit; concrete place forms are realizations of GDZIE and must not be generalized as exclusive government.","Partly, with narrowing. WSJP directly selects GDZIE plus optional z + Instrumental co-resident. Same-sense w + Locative is a documented residence-place realization, not the verb's exclusive preposition; the co-resident phrase is independently selected rather than mere accompaniment.",WSJP-MIESZK-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, mieszkać sense 1 'w domu'",https://wsjp.pl/haslo/podglad/3270/mieszkac/5075521/w-domu,"sense 1; Definicja, Połączenia, Składnia",2026-08-21,Składnia gives GDZIE + optional z KIM; Połączenia document w + Locative among several same-sense residence-place realizations.,,,,,,,A,Later authoring must label w + Locative as a narrowed realization and avoid implying that all companions satisfy the co-resident role.,none,,Generalized-role narrowing applied; no GDZIE type is added. Exact z + Instrumental survives the Phase 2 hypothesis as a selected co-resident participant.
49,32,umówić się,A2,perfective,,probably compatible - verify,medium,"Which combinations of z + Instrumental, na + Accusative, and do + Genitive are governed for each appointment/agreement meaning, and which are adjuncts?",KEEP WITH NARROWING,compatible with narrowing,strong,"sense 1 arranging a meeting with a person; separately, sense 2 reaching an agreement with a person about a term, action, or proposition; lexical się preserved","appointment sense: optional z + Instrumental partner, optional na + Accusative appointment/activity, selected generalized GDZIE/KIEDY, and documented do + Genitive venue/service as a narrowed GDZIE realization; agreement sense: optional z + Instrumental plus co do + Genitive, na + Accusative, o + Accusative, że-clause, żeby-clause, or interrogative-dependent clause","preposition-case:z+Instrumental(partner,optional,appointment or agreement sense);preposition-case:na+Accusative(appointment/activity or agreed term);preposition-case:do+Genitive(venue/service,narrowed realization of GDZIE,appointment sense);preposition-case:co do+Genitive(agreement scope);preposition-case:o+Accusative(agreement subject);clause:że(agreement content);clause:żeby(agreed action);clause:interrogative-dependent(agreement content)",do + Genitive is not an exact exclusive appointment frame in Składnia and cannot be merged into the agreement schema; appointment and agreement alternatives are not collapsed into one maximal frame; lexical się is not stripped,"Communication channel, manner, advance notice, and purpose remain adjuncts. Appointment place/time are selected generalized positions, but only same-sense documented concrete forms may be narrowed realizations; agreement topics require the exact listed forms.","The result is sense-specific. Appointment sense 1 directly supports optional z + Instrumental and na + Accusative plus generalized place/time roles; documented do + Genitive is only a narrowed place realization. Agreement sense 2 directly supports optional z + Instrumental with co do + Genitive, na + Accusative, o + Accusative, or listed clauses. The schemas must not be combined.",WSJP-UMOW-SIE-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, umówić się sense 1 'na spotkanie'",https://wsjp.pl/haslo/podglad/12711/umowic-sie/4738532/na-spotkanie,"sense 1; Definicja, Połączenia, Składnia",2026-08-21,"Appointment-sense Składnia gives optional z KIM with optional na CO or generalized GDZIE/KIEDY, including reciprocal plural variants; Połączenia document do-place realizations.",WSJP-UMOW-SIE-02,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, umówić się sense 2 'co do ceny'",https://wsjp.pl/haslo/podglad/12711/umowic-sie/4738533/co-do-ceny,"sense 2; Definicja, Połączenia, Składnia",2026-08-21,"Agreement-sense Składnia gives optional z KIM with co do CZEGO, na CO, or o CO and separately with że, żeby, or interrogative-dependent clauses.",A,"Later authoring must preserve the appointment/agreement split, reciprocal variants, and the realization label on do + Genitive.",none,,Lexical się is preserved. GDZIE and KIEDY add no architecture types. Exact and realization evidence are kept epistemically distinct.
50,33,dzwonić,A2,imperfective,,compatible,medium,"Does contemporary evidence support do + Genitive person; w sprawie + Genitive as governed, architecture-compatible learner construction(s) for the scoped meaning(s), rather than free adjuncts or conflated senses?",KEEP WITH NARROWING,compatible with narrowing,strong,sense 3 making telephone contact with a person or institution and optionally reporting or requesting content,selected generalized DOKĄD call-target role with documented do + Genitive and na + Accusative narrowed realizations; że-clause and żeby-clause content alternatives,"preposition-case:do+Genitive(call target,narrowed realization of DOKĄD);preposition-case:na+Accusative(call target,narrowed realization of DOKĄD);clause:że(reported content);clause:żeby(requested content/action)",w sprawie + Genitive appears in Połączenia but is absent from Składnia and therefore is not verified as governed; do + Genitive is not exclusive government because the selected position is generalized DOKĄD,"Call source/device, frequency, time, manner, and topic phrases such as w sprawie remain adjunct or collocational unless independently selected. Same-sense target realizations do not erase the generalized DOKĄD analysis.","Partly, with narrowing. Telephone sense 3 directly selects generalized DOKĄD and separately lists że- and żeby-clauses. do + Genitive is a documented target realization, not exclusive government; w sprawie + Genitive is only a co-occurrence here and is not verified as a governed frame.",WSJP-DZWON-03,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, dzwonić sense 3 'telefonować'",https://wsjp.pl/haslo/podglad/19105/dzwonic/4805865/telefonowac,"sense 3; Definicja, Połączenia, Składnia",2026-08-21,Telephone-sense Składnia gives DOKĄD and an alternative że ZDANIE or żeby ZDANIE; Połączenia document do- and na-target realizations but do not promote w sprawie to the schema.,,,,,,,A,Later authoring must label concrete call targets as realizations and must not encode w sprawie as governed without stronger direct evidence.,none,,"Completeness adds the direct że/żeby content alternatives. Ringing/sounding senses were excluded, and no DOKĄD architecture type was added."
