verification_order,provisional_rank,lemma,cefr_hypothesis,aspect,aspect_partner,phase2_representation_fit,phase2_risk,phase2_verification_question,phase3_disposition,phase3_representation_fit,independent_slot_signal,verified_meaning_summary,supported_construction_summary,supported_constructions_structured,rejected_or_unverified_hypotheses,adjunct_boundary_summary,phase2_question_answer,primary_source_key,primary_source,primary_source_url,primary_source_locator,primary_source_accessed,primary_source_evidence_summary,secondary_source_key,secondary_source,secondary_source_url,secondary_source_locator,secondary_source_accessed,secondary_source_evidence_summary,evidence_strength,remaining_uncertainty,replacement_trigger,replacement_profile,research_notes
31,16,kupić,A1,perfective,kupować,probably compatible - verify,medium,"Does contemporary evidence support Accusative goods; Dative recipient in give/buy-for contexts only if supported for kupić, and does kupić independently justify a slot apart from kupować without pattern inheritance?",KEEP VERIFIED,compatible,moderate,"sense 1 bounded acquisition of goods for money, including buy-for beneficiary variants",Accusative goods with optional od + Genitive seller and za + Accusative price; alternative optional Dative beneficiary; alternative dla + Genitive beneficiary,"case:Accusative(goods);preposition-case:od+Genitive(seller,optional);preposition-case:za+Accusative(price,optional);case:Dative(beneficiary,optional);preposition-case:dla+Genitive(beneficiary,optional)",Dative is not generalized beyond the exact buy-for schema; the three schemas are not merged into one maximal frame; no syntax is inherited from kupować; no construction is unique against independently verified kupować,"Purchase place, channel, occasion, frequency, manner, and means of payment shown outside Składnia are not promoted. Seller, price, Dative beneficiary, and dla beneficiary are credited only because the exact schema lists them.","Yes. Exact kupić evidence independently supports Accusative goods and an optional Dative beneficiary in a buy-for schema, plus exact seller, price, and dla-beneficiary alternatives. Its bounded purchase meaning gives a moderate independent-slot signal, without inheritance from kupować.",WSJP-KUP-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, kupić sense 1 'mieszkanie'",https://wsjp.pl/haslo/podglad/15714/kupic/4924090/mieszkanie,"sense 1; Definicja, Połączenia, Składnia",2026-08-20,"Składnia independently gives CO + (od KOGO) + (za CO), CO + (KOMU), and CO + (dla KOGO) for perfective purchase.",,,,,,,A,The lemma evidence is direct; final two-slot value remains a Phase 3B product decision because its constructions duplicate kupować.,none,,"Exact perfective lemma inspected independently. Completed kupować/kupić assessment: RETAIN-BOTH SIGNAL MODERATE; central aspect contrast is useful, but construction overlap creates real opportunity cost."
32,20,dawać,A2,imperfective,dać,compatible,medium,"Does contemporary evidence support Dative recipient + Accusative thing for dawać, and does dawać independently justify a slot apart from dać without pattern inheritance?",KEEP VERIFIED,compatible,strong,"sense 1 transfer or provision causing a recipient to own or use a thing, viewed as ongoing, repeated, or habitual",Accusative transferred thing + Dative recipient,case:Accusative(transferred thing);case:Dative(recipient),No additional transfer complement is inferred from gift occasions or real-world purpose; no syntax or value conclusion is borrowed from dać,"Gift occasion, purpose, manner, time, and expressions such as w prezencie are not promoted to complement slots. Both credited nominal positions come directly from the exact schema.","Yes. Exact imperfective dawać independently requires Accusative thing plus Dative recipient, and its process, repeated, and habitual transfer value supplies a strong independent-slot signal.",WSJP-DAW-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, dawać sense 1 'prezent'",https://wsjp.pl/haslo/podglad/6365/dawac/4488497/prezent,"sense 1; Definicja, Połączenia, Składnia",2026-08-20,Składnia gives exact CO + KOMU for the imperfective transfer sense.,,,,,,,A,The direct construction is clear; final allocation of two family slots remains a Phase 3B product decision.,none,,Exact imperfective lemma inspected independently. Completed dawać/dać assessment: RETAIN-BOTH SIGNAL STRONG because this high-frequency core transfer pair combines central aspect teaching with a salient Dative + Accusative frame.
33,21,dać,A2,perfective,dawać,compatible,medium,"Does contemporary evidence support Dative recipient + Accusative thing for dać, and does dać independently justify a slot apart from dawać without pattern inheritance?",KEEP VERIFIED,compatible,strong,sense 1 completed transfer or provision causing a recipient to own or use a thing,Accusative transferred thing + Dative recipient,case:Accusative(transferred thing);case:Dative(recipient),No additional transfer complement or clause is listed in the authorized sense; no syntax or learner-value conclusion is inherited from dawać,"Gift occasion, purpose, manner, time, and expressions such as w prezencie are not promoted. Both credited nominal positions are exact schema positions.","Yes. Exact perfective dać independently requires Accusative thing plus Dative recipient, and its bounded completed-transfer meaning supplies a strong independent-slot signal.",WSJP-DAC-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, dać sense 1 'prezent'",https://wsjp.pl/haslo/podglad/6368/dac/4851676/prezent,"sense 1; Definicja, Połączenia, Składnia",2026-08-20,Składnia independently gives exact CO + KOMU for the perfective transfer sense.,,,,,,,A,The direct construction is clear; final allocation of two family slots remains a Phase 3B product decision.,none,,"Exact perfective lemma inspected independently. Completed dawać/dać assessment: RETAIN-BOTH SIGNAL STRONG; the schemas overlap, but the exceptionally central transfer/aspect contrast supports two provisional slots."
34,22,brać,A2,imperfective,wziąć,compatible,medium,"Does contemporary evidence support Accusative object; brać udział w + Locative as separate meaning for brać, and does brać independently justify a slot apart from wziąć without pattern inheritance?",KEEP VERIFIED,compatible,strong,"literal grasping/taking sense; separately, fixed lexical participation construction ktoś bierze udział w czymś",literal Accusative taken entity with optional Instrumental means or za + Accusative gripped part; separate fixed brać udział construction with governed w + Locative participation target,"case:Accusative(taken entity,literal sense);case:Instrumental(means,optional,literal sense);preposition-case:za+Accusative(gripped part,literal sense);preposition-case:w+Locative(participation target,requires lexical material udział)","The participation construction is not proved by ordinary object syntax, udział is not stripped as a generic object, and the fixed meaning is not merged with literal taking; no evidence is inherited from wziąć","Literal destination, manner, time, and circumstance are not promoted. In the participation construction, modifiers such as aktywny or czynny and event circumstances are not complements; w + Locative is credited only inside the full lexical construction brać udział w czymś.","Yes. Exact brać independently supports an Accusative entity in the literal sense and the authoritative fixed entry ktoś bierze udział w czymś supports a separate participation pattern with required udział and governed w + Locative. The broad, high-frequency imperfective meanings give a strong independent-slot signal.",WSJP-BRAC-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, brać I sense 1 'ręką'",https://wsjp.pl/haslo/podglad/40612/brac/4838052/reka,"sense 1; Definicja, Połączenia, Składnia",2026-08-20,Literal-sense Składnia gives CO + (CZYM) and KOGO/CO + za CO.,WSJP-BRAC-UDZIAL-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, lexical entry 'ktoś bierze udział w czymś'",https://wsjp.pl/haslo/podglad/41385/ktos-bierze-udzial-w-czyms,"lexical-entry headword, Definicja, Połączenia, Odmiana",2026-08-20,"The exact fixed entry names ktoś bierze udział w czymś, defines participation, and preserves w + Locative with obligatory lexical udział.",A,Later authoring must encode udział as required lexical material and keep participation separate from generic taking.,none,,Both authorized meanings were inspected for brać itself. Completed brać/wziąć assessment: RETAIN-BOTH SIGNAL STRONG because the suppletive high-frequency aspect contrast and both literal and participation meanings have strong learner value despite construction overlap.
35,23,wziąć,A2,perfective,brać,compatible,medium,"Does contemporary evidence support Accusative object; wziąć udział w + Locative for wziąć, and does wziąć independently justify a slot apart from brać without pattern inheritance?",KEEP VERIFIED,compatible,strong,"bounded literal grasping/taking sense; separately, fixed lexical participation construction ktoś wziął udział w czymś",literal Accusative taken entity with optional Instrumental means or za + Accusative gripped part; separate fixed wziąć udział construction with governed w + Locative participation target,"case:Accusative(taken entity,literal sense);case:Instrumental(means,optional,literal sense);preposition-case:za+Accusative(gripped part,literal sense);preposition-case:w+Locative(participation target,requires lexical material udział)","The participation construction is not proved by ordinary object syntax, udział is not stripped as a generic object, and the fixed meaning is not merged with literal taking; no evidence is inherited from brać","Literal destination, manner, time, and circumstance are not promoted. In the participation construction, descriptive modifiers and event circumstances are not complements; w + Locative is credited only inside the full lexical construction wziąć udział w czymś.",Yes. Exact wziąć independently supports an Accusative entity in the bounded literal sense and the authoritative fixed entry ktoś wziął udział w czymś supports a separate participation pattern with required udział and governed w + Locative. The common bounded meanings give a strong independent-slot signal.,WSJP-WZIAC-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, wziąć sense 1 'ręką'",https://wsjp.pl/haslo/podglad/44419/wziac/4941479/reka,"sense 1; Definicja, Połączenia, Składnia",2026-08-20,Literal-sense Składnia independently gives CO + (CZYM) and KOGO/CO + za CO.,WSJP-WZIAC-UDZIAL-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, lexical entry 'ktoś wziął udział w czymś'",https://wsjp.pl/haslo/podglad/41386/ktos-wzial-udzial-w-czyms,"lexical-entry headword, Definicja, Połączenia, Odmiana",2026-08-20,"The exact fixed entry names ktoś wziął udział w czymś, defines entry into participation, and preserves w + Locative with obligatory lexical udział.",A,Later authoring must encode udział as required lexical material and keep participation separate from generic taking.,none,,"Both authorized meanings were inspected for wziąć itself. Completed brać/wziąć assessment: RETAIN-BOTH SIGNAL STRONG; schemas overlap, but the suppletive aspect distinction and very common bounded form carry unusually high learner value."
36,24,czytać,A1,imperfective,przeczytać,compatible,medium,"Does contemporary evidence support Accusative text for czytać, and does czytać independently justify a slot apart from przeczytać without pattern inheritance?",KEEP VERIFIED,compatible,moderate,"sense 1 reading written symbols/text, including process, habitual reading, content reporting, and reading aloud",Accusative text/content with optional Dative listener; o + Locative topic; że and interrogative content clauses; direct speech; optional generalized GDZIE position without a concrete realization,"case:Accusative(text/content);case:Dative(listener,optional);preposition-case:o+Locative(topic);clause:że(content);clause:interrogative-dependent(content);clause:direct-speech(content)",Generalized GDZIE is not converted into a concrete location frame; all listed alternatives are not merged into one maximal schema; no construction or value conclusion is inherited from przeczytać,"Reading frequency, speed, manner, language, medium, and incidental place remain adjuncts. Optional GDZIE is recorded only as a selected semantic role and licenses no exclusive concrete preposition.","Yes. Exact czytać independently supports Accusative text/content and also directly lists optional Dative listener, o + Locative topic, content clauses, and direct speech. Process and habitual reading give a moderate independent-slot signal.",WSJP-CZYT-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, czytać sense 1 'książkę'",https://wsjp.pl/haslo/podglad/278/czytac/4953760/ksiazke,"sense 1; Definicja, Połączenia, Składnia",2026-08-20,"Składnia gives CO with optional KOMU and GDZIE, o KIM/CZYM topic variants, że and interrogative clauses, and direct speech.",,,,,,,A,The lemma is independently verified; whether its completion partner merits a second slot is deferred to Phase 3B.,none,,Exact imperfective lemma inspected independently. Completed czytać/przeczytać assessment: COLLAPSE-TO-ONE SIGNAL because both are verified but their model-compatible constructions nearly coincide and one lemma plus explicit aspect-partner metadata could teach most of the contrast.
37,25,przeczytać,A2,perfective,czytać,compatible,medium,"Does contemporary evidence support Accusative text for przeczytać, and does przeczytać independently justify a slot apart from czytać without pattern inheritance?",KEEP VERIFIED,compatible,moderate,"sense 1 completed reading resulting in acquaintance with the whole text, including content reporting and reading aloud",Accusative text/content with optional Dative listener; o + Locative topic; że and interrogative content clauses; direct speech; optional generalized GDZIE position without a concrete realization,"case:Accusative(text/content);case:Dative(listener,optional);preposition-case:o+Locative(topic);clause:że(content);clause:interrogative-dependent(content);clause:direct-speech(content)",Generalized GDZIE is not converted into a concrete location frame; all listed alternatives are not merged into one maximal schema; no construction or value conclusion is inherited from czytać,"Reading speed, manner, language, medium, repetition, and incidental place remain adjuncts. Optional GDZIE is recorded only as a selected semantic role and licenses no exclusive concrete preposition.","Yes. Exact przeczytać independently supports Accusative text/content and also directly lists optional Dative listener, o + Locative topic, content clauses, and direct speech. The completed-whole-text result gives a moderate independent-slot signal.",WSJP-PRZECZYT-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, przeczytać sense 1 'książkę'",https://wsjp.pl/haslo/podglad/283/przeczytac/4367035/ksiazke,"sense 1; Definicja, Połączenia, Składnia",2026-08-20,"Składnia independently gives CO + (KOMU), o KIM/CZYM topic variants with optional GDZIE, że and interrogative clauses, and direct speech.",,,,,,,A,"The completion meaning is pedagogically real, but its marginal slot value over explicit aspect metadata remains a Phase 3B decision.",none,,Exact perfective lemma inspected independently. Completed czytać/przeczytać assessment: COLLAPSE-TO-ONE SIGNAL; this does not change either KEEP VERIFIED disposition or activate replacement.
38,26,pisać,A1,imperfective,napisać,compatible,medium,"Does contemporary evidence support Accusative text; do + Genitive addressee for pisać, and does pisać independently justify a slot apart from napisać without pattern inheritance?",KEEP VERIFIED,compatible,strong,"sense 2 creating and recording a text; separately, sense 4 communicating information in writing","creation-sense Accusative text; correspondence-sense Accusative content, optional Dative or do + Genitive addressee, o + Locative topic, że/żeby/interrogative content clauses, and direct speech","case:Accusative(text,creation sense);case:Accusative(content,correspondence sense);case:Dative(addressee,optional,correspondence sense);preposition-case:do+Genitive(addressee,optional,correspondence sense);preposition-case:o+Locative(topic,correspondence sense);clause:że(content);clause:żeby(content);clause:interrogative-dependent(content);clause:direct-speech(content)",do + Genitive is not generalized beyond the correspondence sense; Dative and do-addressee variants are alternatives rather than simultaneous requirements; no syntax or value conclusion is inherited from napisać,"Writing medium, place, time, language, frequency, and manner are not promoted. Creative-sense do gazet/do tygodników in connections is not treated as the correspondence addressee schema, and the two sense inventories remain separate.","Yes. Exact pisać evidence independently supports Accusative text in the creation sense and optional do + Genitive addressee in the correspondence sense, with Dative, topic, clause, and direct-speech alternatives also directly listed. Its process/habitual and communication value supplies a strong independent-slot signal.",WSJP-PIS-02,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, pisać sense 2 'wiersz'",https://wsjp.pl/haslo/podglad/9846/pisac/3960162/wiersz,"sense 2; Definicja, Połączenia, Składnia",2026-08-20,Creation-sense Składnia gives exact CO for the created text or music.,WSJP-PIS-04,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, pisać sense 4 'do kolegi'",https://wsjp.pl/haslo/podglad/9846/pisac/3960164/do-kolegi,"sense 4; Definicja, Połączenia, Składnia",2026-08-20,"Correspondence-sense Składnia gives parallel optional KOMU and do KOGO addressee variants with CO, o KIM/CZYM, clauses, or direct speech.",A,Later authoring must preserve the creation/correspondence sense split and schema alternatives; final two-slot allocation remains Phase 3B.,none,,"Both authorized exact senses were inspected for pisać itself. Completed pisać/napisać assessment: RETAIN-BOTH SIGNAL MODERATE; the high-frequency process/completion contrast is useful, but construction duplication imposes meaningful opportunity cost."
39,27,napisać,A2,perfective,pisać,compatible,medium,"Does contemporary evidence support Accusative text; do + Genitive addressee for napisać, and does napisać independently justify a slot apart from pisać without pattern inheritance?",KEEP VERIFIED,compatible,strong,"sense 2 completed creation and recording of a text; separately, sense 4 completed written communication","creation-sense Accusative text; correspondence-sense Accusative content, schema-specific Dative or optional do + Genitive addressee, o + Locative topic, że/żeby/interrogative content clauses, and direct speech","case:Accusative(text,creation sense);case:Accusative(content,correspondence sense);case:Dative(addressee,schema-specific optionality,correspondence sense);preposition-case:do+Genitive(addressee,optional,correspondence sense);preposition-case:o+Locative(topic,correspondence sense);clause:że(content);clause:żeby(content);clause:interrogative-dependent(content);clause:direct-speech(content)",do + Genitive is not generalized beyond the correspondence sense; Dative and do-addressee variants are alternatives rather than simultaneous requirements; no syntax or value conclusion is inherited from pisać,"Writing medium, place, time, language, repetition, and manner are not promoted. Creative-sense do gazety/do tygodnika in connections is not treated as the correspondence addressee schema, and the two sense inventories remain separate.","Yes. Exact napisać evidence independently supports Accusative text in the creation sense and optional do + Genitive addressee in the correspondence sense, with Dative, topic, clause, and direct-speech alternatives also directly listed. Its completed-result and communication value supplies a strong independent-slot signal.",WSJP-NAPIS-02,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, napisać sense 2 'wiersz'",https://wsjp.pl/haslo/podglad/23858/napisac/4755411/wiersz,"sense 2; Definicja, Połączenia, Składnia",2026-08-20,Creation-sense Składnia independently gives exact CO for the completed text or music.,WSJP-NAPIS-04,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, napisać sense 4 'do kolegi'",https://wsjp.pl/haslo/podglad/23858/napisac/4755413/do-kolegi,"sense 4; Definicja, Połączenia, Składnia",2026-08-20,"Correspondence-sense Składnia independently gives KOMU and do KOGO addressee variants with CO, o KIM/CZYM, clauses, or direct speech; Dative is required in the dedicated clause schema and optional in the other Dative variants.",A,Later authoring must preserve the creation/correspondence sense split and schema alternatives; final two-slot allocation remains Phase 3B.,none,,Both authorized exact senses were inspected for napisać itself. Completed pisać/napisać assessment: RETAIN-BOTH SIGNAL MODERATE; this signal does not modify either verified lemma disposition.
40,30,spotykać się,A2,imperfective,spotkać się,compatible,medium,"Does contemporary evidence support z + Instrumental person for spotykać się, and does spotykać się independently justify a slot apart from spotkać się without pattern inheritance?",KEEP VERIFIED,compatible,strong,"sense 1 recurring or processual social meetings and contact, with lexical się preserved",z + Instrumental meeting partner for a singular personal subject; reciprocal plural personal subjects may occur without a separate z-participant,"preposition-case:z+Instrumental(meeting partner,singular personal subject)","Time, frequency, place, and manner do not establish complements; lexical się is not stripped; no evidence or conclusion is borrowed from order 41 spotkać się, which was not researched as a candidate","Frequency, time, place, manner, purpose, and accompanying activities shown in connections remain adjuncts. The exact schema alone supplies z + Instrumental, with a separate plural reciprocal no-complement variant.",Yes. Exact imperfective spotykać się independently supports z + Instrumental for a singular personal subject and a plural reciprocal variant without a separate partner phrase. Its recurring social-contact meaning gives a strong independent-slot signal; the pair decision remains open.,WSJP-SPOTYK-SIE-01,"Instytut Języka Polskiego PAN — Wielki słownik języka polskiego PAN, spotykać się sense 1 'z przyjaciółmi'",https://wsjp.pl/haslo/podglad/32855/spotykac-sie/4895548/z-przyjaciolmi,"sense 1; Definicja, Połączenia, Składnia",2026-08-20,Składnia gives z KIM for a singular personal subject and a separate no-complement variant for a plural personal reciprocal subject.,,,,,,,A,The independent imperfective result is clear; pair opportunity cost cannot be assessed until order 41 receives authorized review.,none,,Only spotykać się was researched as a candidate. spotkać się remains unresearched for Batch 4 and pair signal is PAIR DECISION INCONCLUSIVE pending the authorized next batch.
